Exchange rate
61.1958
61.5018
61.5905
61.7032
61.7634
63.0558
63.4917
63.7559
63.684
62.3126
61.2475
60.2534
59.4043
58.7913
57.5664
55.2987
57.413
58.4485
58.1756
57.999
58.1006
59.8318
60.8685
60.0158
60.1662
60.0316
59.6663
59.7751
60.0676
60.4568
60.4696
60.801
61.1814
60.8544
60.9033
60.3713
60.237
60.2386
60.3677
60.3636
60.0924
59.7699
59.9974
59.8963
59.7419
59.1321
59.957
60.7552
61.4247
61.3747
60.8993
60.6229
60.4542
60.3814
60.3164
60.3696
60.258
60.2374
60.1595
62.0506
61.3101
60.2031
60.2198
58.6605
57.7821
57.3917
56.4783
54.8491
55.437
56.5616
57.8323
58.2568
58.5322
58.8541
61.3045
61.2664
63.1427
62.911
58.5118
55.0858
53.7676
52.5123
51.158
52.9699
53.3641
53.3234
53.3578
53.2788
54.7081
56.1727
56.7101
56.8691
56.6624
57.0926
57.778
58.3895
60.2282
60.9565
61.1094
61.9659
61.575
61.4733
61.6069
63.0975
66.4029
62.0495
56.2996
56.969
58.2087
58.8862
62.4031
63.5643
63.5428
63.4445
63.7799
65.7916
68.8389
67.3843
66.2378
69.416
71.0237
72.2953
72.8764
72.7089
73.3611
73.505
74.999
77.0809
79.0287
79.4529
80.0437
81.288
79.8471
79.6274
79.1596
74.8501
76.2547
82.5962
83.352
83.5932
83.4285
83.4097
84.0851
86.2843
93.7125
95.6618
96.0458
103.1618
104.0741
104.6819
103.9524
104.8012
108.0521
111.4823
115.1963
116.7517
120.3785
116.0847
105.8124
105.8124
111.7564
103.2487
91.7457
93.5589
83.5485
86.9288
80.4194
76.7671
75.7619
75.7527
75.0141
76.166
76.5762
74.9867
74.7241
74.8015
75.3042
75.6806
76.0509
76.6501
76.4849
77.1302
77.4702
77.8174
78.947
78.9437
78.6422
77.3649
76.6903
76.4408
76.8697
76.3347
76.0404
75.7668
74.5686
74.5277
74.8355
75.1315
74.2926
73.6514
73.4959
73.2329
73.1886
73.3583
73.7901
73.8206
74.2947
73.733
73.5708
73.851
73.4698
73.4107
73.6059
73.5998
73.8453
74.1399
73.6694
73.7426
74.0637
73.9746
74.8926
74.9818
75.5873
74.6004
74.3726
74.8327
73.4506
72.7617
72.6022
72.8228
72.5553
72.2724
71.8118
71.1964
70.695
71.2866
71.3975
71.4876
71.4783
71.0863
70.52
70.5207
69.8104
69.5526
70.1345
70.8623
70.9904
71.0555
70.9674
71.1714
71.2371
71.7846
71.8577
71.8801
71.6373
71.9882
72.2854
72.5682
72.5686
72.9239
72.9215
72.6642
72.7608
72.5083
72.6613
73.0081
72.7245
72.8806
73.2067
73.3315
72.5602
72.4329
72.852
72.7171
73.0841
72.76
73.129
73.4421
73.1909
72.9538
72.8545
72.8491
73.1912
73.2781
73.5744
73.9866
73.9908
73.7428
73.9465
74.0666
74.364
74.1503
73.4633
73.4753
73.392
73.4721
73.5671
73.9695
73.5962
73.5078
73.1304
73.168
72.7857
72.8724
73.0156
73.1388
73.1904
73.6088
73.8471
74.098
73.7663
73.6945
74.4947
74.491
74.3463
74.1656
74.2197
74.1236
74.0589
74.6336
74.4675
75.1952
74.058
73.266
73.354
73.6175
72.9086
72.7234
72.3723
72.1777
72.1694
72.326
72.6671
73.1661
73.1987
72.2216
72.5048
72.0323
71.8318
71.6797
72.1974
72.0829
72.8256
72.9294
73.2721
73.2636
73.4979
73.2411
73.2965
73.587
73.458
73.4737
73.3963
73.5266
73.5803
73.6007
73.6778
73.6992
73.8537
73.9968
74.3566
74.04
74.1567
74.1373
74.577
74.8617
75.2567
74.8451
74.3823
74.939
74.9578
74.768
75.0893
76.4217
76.8198
76.0155
76.2491
75.5535
76.9808
75.6826
77.2535
77.5104
77.1657
77.1011
77.773
76.3802
76.6052
76.0734
75.8073
75.6373
75.7023
75.8287
75.7576
76.1741
76.1535
75.3585
74.6085
74.139
73.6582
73.1019
72.9619
73.2317
73.5081
73.4996
74.0393
74.264
74.4275
73.7864
73.5187
74.5755
74.0448
74.4373
73.4747
73.7532
73.9833
73.9717
73.7755
73.7669
73.2895
73.3092
73.9378
73.7579
73.8526
74.1192
74.2602
75.1107
75.7293
76.0801
75.9051
75.5053
76.2527
76.1854
75.04
75.6354
74.8569
74.3615
73.3694
73.355
73.7243
73.9735
73.5453
73.7961
73.5264
74.2663
74.5157
73.8757
73.8757
73.6567
73.7175
73.6921
74.8392
75.4571
75.3498
74.6721
73.3155
72.9781
73.4201
73.4453
72.9272
73.1195
73.7124
73.3057
73.6618
74.2506
74.2529
75.1996
75.6151
76.3203
76.1999
75.8599
75.4518
75.4727
75.8146
75.76
76.012
76.2627
75.9268
76.253
76.9197
77.3262
77.1148
76.2075
76.3978
76.9515
77.1875
78.4559
80.0006
80.5749
79.3323
78.8699
77.552
76.4556
76.4443
76.4667
77.0809
77.0322
77.778
77.9241
77.9644
77.9461
77.2759
77.2855
77.0239
77.0284
77.9157
78.0921
78.5119
78.1281
78.0915
77.2774
78.7847
79.6845
78.6713
76.8195
77.178
76.3545
76.2711
76.0381
75.0319
75.1941
74.9278
75.1884
74.7148
74.8896
75.5274
76.0713
75.9645
75.591
75.1823
75.468
73.8588
73.5849
73.8039
74.6382
75.2354
75.5379
74.5126
74.4184
74.0999
73.7711
73.2392
73.4321
72.9676
73.2157
73.6067
73.2351
73.1522
73.775
73.6376
73.0397
73.2806
73.3806
74.1586
73.4261
73.3633
72.2348
71.9196
71.585
71.5974
70.963
70.7881
70.9668
71.9628
71.7139
71.231
70.7998
71.1275
70.7479
71.2298
70.88
71.2379
72.1719
71.3409
70.4999
70.5198
70.4413
70.4413
69.9513
69.1284
69.466
68.8376
68.8376
69.4835
69.5725
69.618
69.4822
69.7524
70.395
69.1219
68.6183
68.6745
68.3123
68.6319
69.0151
68.3413
68.9831
69.7114
70.752
71.1012
71.0635
71.1408
71.5962
71.8804
70.924
72.3381
72.3918
72.9798
73.2056
73.9298
73.5819
73.4326
73.8725
74.1169
73.9719
72.7263
73.6894
74.5706
74.496
74.7163
75.129
77.0416
76.2562
74.6657
73.9441
74.7119
73.7145
73.315
73.5245
73.7515
74.605
75.7499
75.455
76.4074
77.7325
78.7223
77.7928
78.8493
80.8815
78.0443
80.157
77.2131
73.8896
74.1262
73.1882
74.0274
71.472
72.0208
67.5175
66.1854
66.0784
66.4437
66.3274
66.9909
